,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,guests_included,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,user_type,instant_bookable_f,instant_bookable_t,cancel_pol_flexible,cancel_pol_moderate,cancel_pol_strict,cancel_pol_super_strict_30,Prop_type_Apartment,Prop_type_Bed_&_Breakfast,Prop_type_Boat,Prop_type_Camper/RV,Prop_type_Condominium,Prop_type_Dorm,Prop_type_Entire_Floor,Prop_type_Guesthouse,Prop_type_House,Prop_type_Loft,Prop_type_Other,Prop_type_Townhouse,Prop_type_Villa,Room_type_Entire_home/apt,Room_type_Private_room,Room_type_Shared_room,24-Hour_Check-in,Air_Conditioning,Breakfast,Buzzer/Wireless_Intercom,Cable_TV,Carbon_Monoxide_Detector,Cat(s),Dog(s),Doorman,Dryer,Elevator_in_Building,Essentials,Family/Kid_Friendly,Fire_Extinguisher,First_Aid_Kit,Free_Parking_on_Premises,Free_Parking_on_Street,Gym,Hair_Dryer,Hangers,Heating,Hot_Tub,Indoor_Fireplace,Internet,Iron,Kitchen,Laptop_Friendly_Workspace,Lock_on_Bedroom_Door,Other_pet(s),Paid_Parking_Off_Premises,Pets_Allowed,Pets_live_on_this_property,Pool,Safety_Card,Shampoo,Smoke_Detector,Smoking_Allowed,Suitable_for_Events,TV,Washer,Washer_/_Dryer,Wheelchair_Accessible,Wireless_Internet
3123,2,1.0,0.0,1.0,175.0,0.0,1,2,14,89.0,9.0,9.0,10.0,10.0,9.0,9.0,1.0,Casual,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,3,1.0,1.0,1.0,109.0,15.0,2,2,68,94.0,10.0,10.0,10.0,10.0,9.0,9.0,5.48,Casual,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
3125,2,1.0,1.0,1.0,119.0,0.0,1,1,55,98.0,10.0,9.0,10.0,10.0,10.0,10.0,2.75,Casual,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3126,2,1.0,1.0,1.0,100.0,0.0,1,1,24,97.0,10.0,10.0,10.0,10.0,9.0,10.0,4.39,Casual,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
3127,2,1.0,1.0,1.0,99.0,0.0,0,2,102,98.0,10.0,10.0,10.0,10.0,9.0,10.0,5.14,Casual,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
3128,2,1.0,1.0,1.0,65.0,5.0,0,2,11,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2.97,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3129,2,1.0,1.0,1.0,75.0,0.0,1,5,14,97.0,9.0,10.0,10.0,10.0,9.0,10.0,0.9,Professional,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3130,4,1.0,1.0,2.0,45.0,5.0,1,1,38,85.0,9.0,8.0,9.0,9.0,8.0,9.0,8.03,Casual,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1
3131,2,1.0,1.0,1.0,128.0,30.0,1,1,78,92.0,10.0,10.0,10.0,10.0,9.0,9.0,4.8,Professional,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3132,2,1.0,1.0,1.0,118.0,30.0,1,1,29,94.0,10.0,10.0,10.0,10.0,9.0,9.0,1.81,Professional,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3133,2,1.0,1.0,1.0,135.0,45.0,1,1,26,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.54,Casual,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3134,2,1.0,1.0,1.0,125.0,0.0,1,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,Casual,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3135,7,1.0,2.0,5.0,250.0,150.0,2,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,Professional,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
3136,5,2.0,2.0,2.0,300.0,150.0,2,2,24,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1.42,Casual,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
3137,1,1.0,1.0,1.0,95.0,0.0,1,3,32,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2.65,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
3138,3,1.0,1.0,1.0,189.0,15.0,1,2,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.16,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3139,4,2.0,2.0,2.0,400.0,100.0,3,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.39,Professional,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
3140,2,1.0,1.0,1.0,125.0,0.0,1,1,54,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.81,Casual,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3141,2,1.0,1.0,1.0,99.0,40.0,1,1,4,80.0,8.0,9.0,7.0,9.0,9.0,9.0,0.77,Professional,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
3142,4,1.0,2.0,2.0,99.0,99.0,1,2,30,87.0,9.0,9.0,10.0,9.0,9.0,9.0,2.72,Professional,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
3143,2,2.0,1.0,1.0,130.0,20.0,1,2,5,88.0,10.0,10.0,9.0,10.0,10.0,9.0,1.88,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1
3144,5,1.0,2.0,2.0,250.0,125.0,3,2,57,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.72,Professional,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3145,3,1.0,1.0,2.0,147.0,30.0,1,2,20,92.0,10.0,9.0,10.0,10.0,10.0,9.0,3.26,Casual,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3147,6,2.0,3.0,6.0,299.0,100.0,3,1,2,100.0,8.0,10.0,10.0,10.0,9.0,9.0,2.0,Professional,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
3148,5,1.5,2.0,2.0,140.0,50.0,5,4,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,0.1,Casual,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1
3149,2,1.0,1.0,1.0,170.0,20.0,2,2,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.57,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
3150,3,1.0,1.0,1.0,180.0,25.0,1,1,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,4.29,Casual,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3151,4,1.0,1.0,2.0,300.0,55.0,2,2,6,88.0,9.0,10.0,10.0,10.0,9.0,9.0,0.31,Casual,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
3153,2,1.0,1.0,1.0,110.0,0.0,1,2,47,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1.82,Casual,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3154,1,1.0,1.0,1.0,159.0,0.0,1,1,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2.07,Casual,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
3155,1,1.0,1.0,1.0,100.0,70.0,1,7,8,90.0,10.0,10.0,10.0,10.0,10.0,9.0,0.34,Casual,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
3156,8,2.0,4.0,4.0,500.0,225.0,6,3,10,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.85,Professional,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3157,2,1.0,1.0,1.0,190.0,50.0,1,3,6,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1.89,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3158,2,1.0,1.0,1.0,99.0,45.0,1,1,8,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.68,Professional,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
3159,2,1.5,1.0,1.0,130.0,0.0,1,1,95,93.0,10.0,9.0,10.0,10.0,9.0,9.0,4.93,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
3160,2,1.0,1.0,1.0,110.0,30.0,1,2,32,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.3,Casual,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
3161,2,2.5,1.0,1.0,125.0,0.0,1,1,88,92.0,9.0,9.0,10.0,10.0,9.0,9.0,4.39,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3163,2,1.0,1.0,1.0,160.0,30.0,1,1,10,96.0,10.0,10.0,9.0,9.0,10.0,10.0,0.55,Casual,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3164,4,2.0,2.0,2.0,250.0,50.0,1,1,6,93.0,10.0,8.0,10.0,10.0,10.0,10.0,1.27,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
3165,5,1.5,2.0,3.0,250.0,0.0,4,1,56,95.0,10.0,10.0,10.0,10.0,9.0,10.0,3.89,Casual,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3166,2,1.0,1.0,1.0,126.0,25.0,1,1,7,97.0,10.0,10.0,10.0,9.0,9.0,10.0,6.36,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3167,1,1.0,1.0,1.0,134.0,0.0,1,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.31,Casual,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3168,1,1.0,1.0,1.0,105.0,0.0,1,1,56,93.0,10.0,10.0,10.0,10.0,9.0,9.0,2.5,Casual,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
3169,3,1.0,1.0,2.0,150.0,0.0,2,1,96,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2.49,Casual,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
3170,3,1.0,2.0,2.0,200.0,0.0,1,1,7,77.0,9.0,8.0,9.0,9.0,8.0,8.0,0.31,Casual,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
3171,7,1.0,3.0,3.0,275.0,0.0,1,1,96,97.0,10.0,10.0,10.0,10.0,9.0,10.0,7.42,Casual,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1
3172,6,2.5,3.0,3.0,450.0,50.0,1,4,2,70.0,10.0,10.0,10.0,10.0,10.0,10.0,0.04,Casual,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3173,3,1.0,1.0,1.0,150.0,50.0,2,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,Casual,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
3174,2,1.0,1.0,1.0,105.0,35.0,1,1,58,96.0,10.0,10.0,10.0,10.0,9.0,10.0,3.15,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3175,2,1.0,1.0,1.0,75.0,0.0,1,3,40,91.0,9.0,9.0,9.0,10.0,9.0,9.0,2.38,Professional,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3177,4,1.0,1.0,1.0,143.0,100.0,1,2,16,91.0,10.0,10.0,9.0,9.0,10.0,9.0,1.33,Professional,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
3178,2,1.5,1.0,1.0,130.0,70.0,1,3,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.78,Casual,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
3179,4,1.0,1.0,1.0,100.0,0.0,1,1,5,80.0,8.0,6.0,10.0,10.0,9.0,8.0,2.83,Casual,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,2,2.0,1.0,1.0,120.0,0.0,1,1,4,80.0,8.0,9.0,10.0,9.0,9.0,8.0,1.08,Casual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
3181,10,2.0,3.0,7.0,199.0,100.0,5,1,28,94.0,10.0,10.0,9.0,10.0,9.0,9.0,4.42,Professional,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
